2025-03-27T02:43:03.153985,info,,,Web interface can be found at http://localhost:26000
2025-03-27T02:43:03.155348,info,,,Opening target connection (10.0.2.15:9999)...
2025-03-27T02:43:03.156492,info,,,Connection opened.
2025-03-27T02:43:03.160844,open test case,,,Test case 1: GMON:[GMON.GMON-STRING:0]
2025-03-27T02:43:03.160891,info,,,Type: String
2025-03-27T02:43:03.160931,open step,,,"Monitor CallbackMonitor#140296307558112[pre=[],post=[],restart=[],post_start_target=[]].pre_send()"
2025-03-27T02:43:03.160971,open step,,,Fuzzing Node 'GMON'
2025-03-27T02:43:03.161031,info,,,Sending 36 bytes...
2025-03-27T02:43:03.161291,send,36,47 4d 4f 4e 20 21 40 23 24 25 25 5e 23 24 25 23 24 40 23 24 25 24 24 40 23 24 25 5e 5e 2a 2a 28 28 29 0d 0a,b'GMON !@#$%%^#$%#$@#$%$$@#$%^^**(()\r\n'
2025-03-27T02:43:03.161327,open step,,,Contact target monitors
2025-03-27T02:43:03.161351,open step,,,Cleaning up connections from callbacks
2025-03-27T02:43:03.161378,pass,,,No crash detected.
2025-03-27T02:43:03.161399,open step,,,Sleep between tests.
2025-03-27T02:43:03.161424,info,,,sleeping for 1.000000 seconds
2025-03-27T02:43:04.191887,open test case,,,Test case 2: GMON:[GMON.GMON-STRING:1]
2025-03-27T02:43:04.191918,info,,,Type: String
2025-03-27T02:43:04.191944,open step,,,"Monitor CallbackMonitor#140296307558112[pre=[],post=[],restart=[],post_start_target=[]].pre_send()"
2025-03-27T02:43:04.191972,open step,,,Fuzzing Node 'GMON'
2025-03-27T02:43:04.192010,info,,,Sending 7 bytes...
2025-03-27T02:43:04.192148,send,7,47 4d 4f 4e 20 0d 0a,b'GMON \r\n'
2025-03-27T02:43:04.192172,open step,,,Contact target monitors
2025-03-27T02:43:04.192190,open step,,,Cleaning up connections from callbacks
2025-03-27T02:43:04.192208,pass,,,No crash detected.
2025-03-27T02:43:04.192223,open step,,,Sleep between tests.
2025-03-27T02:43:04.192240,info,,,sleeping for 1.000000 seconds
2025-03-27T02:43:05.347548,open test case,,,Test case 3: GMON:[GMON.GMON-STRING:2]
2025-03-27T02:43:05.347592,info,,,Type: String
2025-03-27T02:43:05.347618,open step,,,"Monitor CallbackMonitor#140296307558112[pre=[],post=[],restart=[],post_start_target=[]].pre_send()"
2025-03-27T02:43:05.347647,open step,,,Fuzzing Node 'GMON'
2025-03-27T02:43:05.347685,info,,,Sending 16 bytes...
2025-03-27T02:43:05.347827,send,16,47 4d 4f 4e 20 24 28 72 65 62 6f 6f 74 29 0d 0a,b'GMON $(reboot)\r\n'
2025-03-27T02:43:05.347851,open step,,,Contact target monitors
2025-03-27T02:43:05.347868,open step,,,Cleaning up connections from callbacks
2025-03-27T02:43:05.347884,pass,,,No crash detected.
2025-03-27T02:43:05.347898,open step,,,Sleep between tests.
2025-03-27T02:43:05.347915,info,,,sleeping for 1.000000 seconds
2025-03-27T02:43:06.362325,open test case,,,Test case 4: GMON:[GMON.GMON-STRING:3]
2025-03-27T02:43:06.362356,info,,,Type: String
2025-03-27T02:43:06.362381,open step,,,"Monitor CallbackMonitor#140296307558112[pre=[],post=[],restart=[],post_start_target=[]].pre_send()"
2025-03-27T02:43:06.362409,open step,,,Fuzzing Node 'GMON'
2025-03-27T02:43:06.362447,info,,,Sending 15 bytes...
